user_id,date,n_impressions,url_domain
812,2021-07-05,2,ranker.com
346,2021-08-09,4,instagram.com
1288,2021-08-01,4,usatoday.com
1763,2021-07-13,1,news.yahoo.com
829,2021-09-25,1,mypoints.com
1700,2021-09-23,4,youtube.com
841,2021-08-19,1,deadline.com
1805,2021-07-07,1,peachysunday.com
604,2021-07-02,4,electrek.co
506,2021-07-26,1,abc7ny.com
1539,2021-08-11,4,ajc.com
982,2021-09-09,4,nbcnews.com
337,2021-08-09,1,nytimes.com
1836,2021-07-31,1,youtube.com
1583,2021-07-09,1,scoop.upworthy.com
692,2021-09-04,1,npr.org
52,2021-08-19,1,abc15.com
1513,2021-09-19,1,goodmorningamerica.com
1388,2021-07-21,1,fox13now.com
71,2021-07-09,1,ladbible.com
1819,2021-07-16,4,atlasobscura.com
249,2021-08-23,1,news.yahoo.com
1578,2021-09-23,4,gofundme.com
1841,2021-07-16,1,nytimes.com
1616,2021-07-10,1,hollywoodlife.com
617,2021-07-23,4,dailymail.co.uk
280,2021-08-09,2,mailchi.mp
1174,2021-07-17,1,foxnews.com
1065,2021-09-26,1,instagram.com
1307,2021-08-25,1,nytimes.com
57,2021-07-28,1,wegotthiscovered.com
1163,2021-08-23,1,theatlantic.com
23,2021-09-12,4,peachysunday.com
949,2021-07-17,4,mirror.co.uk
1390,2021-09-15,2,theblaze.com
825,2021-09-30,1,epicstream.com
483,2021-07-02,1,cinemablend.com
932,2021-07-23,1,cnn.com
1874,2021-08-30,1,economist.com
1911,2021-08-10,1,youtube.com
113,2021-08-17,1,breitbart.com
924,2021-07-26,1,youtube.com
1170,2021-08-25,1,wgntv.com
1114,2021-08-30,2,news.yahoo.com
822,2021-08-12,2,oversixty.com.au
471,2021-07-02,1,variety.com
30,2021-08-04,4,thehill.com
1719,2021-08-30,2,addthis.com
1676,2021-08-07,1,bit.ly
1158,2021-08-22,4,nytimes.com
569,2021-08-31,1,twitch.tv
433,2021-07-01,2,youtube.com
1604,2021-09-10,1,thehill.com
1786,2021-07-31,1,mentalfloss.com
878,2021-07-15,2,buzzfeed.com
305,2021-09-27,1,huffpost.com
906,2021-09-04,1,nytimes.com
1498,2021-08-01,1,westernjournal.com
1414,2021-09-12,4,people.com
973,2021-07-03,1,newsandguts.com
1796,2021-08-29,1,dailypaws.com
853,2021-07-28,2,npr.org
940,2021-08-08,1,johnpavlovitz.com
110,2021-07-11,1,cbc.ca
158,2021-09-20,2,washingtonpost.com
656,2021-09-12,1,instagram.com
1505,2021-09-09,4,prospect.org
231,2021-08-13,1,livescience.com
1574,2021-07-29,1,cnn.com
1426,2021-08-12,2,dailywire.com
147,2021-09-20,1,youtube.com
176,2021-08-18,1,msn.com
1513,2021-09-13,1,today.com
1477,2021-09-01,4,teamusa.org
1512,2021-09-23,1,aljazeera.com
801,2021-09-25,1,heavy.com
498,2021-09-12,4,americanindependent.com
603,2021-09-08,1,theroot.com
760,2021-07-02,1,nytimes.com
1771,2021-07-07,1,washingtonpost.com
365,2021-09-26,1,cbssports.com
1822,2021-07-04,1,twitch.tv
1817,2021-08-03,4,etsy.com
326,2021-09-30,1,thehill.com
1888,2021-09-24,1,apnews.com
749,2021-07-07,1,washingtonpost.com
263,2021-08-15,1,foxnews.com
30,2021-09-05,1,tiktok.com
1415,2021-07-14,1,instagram.com
1564,2021-07-14,1,cnn.com
1265,2021-09-18,1,hollywoodreporter.com
1173,2021-08-05,2,youtube.com
430,2021-08-21,1,npr.org
724,2021-07-08,1,bbc.com
1371,2021-09-23,4,independent.co.uk
139,2021-08-18,2,vice.com
113,2021-07-27,1,huffpost.com
1183,2021-07-15,1,travelandleisure.com
784,2021-07-20,1,entrepreneur.com
90,2021-08-31,2,allrecipes.com
1601,2021-09-17,1,indiewire.com
60,2021-08-23,1,dailywire.com
1499,2021-07-29,4,youtube.com
364,2021-08-27,1,youtube.com
612,2021-07-03,1,crafty.diply.com
164,2021-07-19,1,instagram.com
1210,2021-09-16,1,lovebakesgoodcakes.com
896,2021-07-15,1,desmoinesregister.com
758,2021-07-15,2,webmd.com
60,2021-09-30,4,ew.com
451,2021-07-29,1,youtube.com
1628,2021-09-14,1,twitter.com
93,2021-08-22,1,abcnews.go.com
1227,2021-09-03,4,news.yahoo.com
752,2021-08-25,2,buzzfeed.com
1784,2021-08-22,4,lnk.to
69,2021-07-12,2,delish.com
1182,2021-09-19,4,eventbrite.com
236,2021-09-30,2,dailymail.co.uk
1625,2021-07-23,2,nytimes.com
1613,2021-07-18,1,freep.com
1456,2021-07-31,1,express.co.uk
644,2021-09-09,4,playeralumniresources.com
613,2021-08-11,1,nbcnews.com
16,2021-08-08,2,louderwithcrowder.com
410,2021-07-03,4,goodshomedesign.com
19,2021-07-31,1,simplejoy.com
441,2021-07-07,4,vice.com
1559,2021-09-07,1,ilovemycat.netlify.app
396,2021-09-04,1,powerofpositivity.com
781,2021-09-06,2,amazon.com
355,2021-09-01,1,9news.com
1071,2021-07-07,1,npr.org
1524,2021-07-18,1,cbsnews.com
1910,2021-07-25,2,nytimes.com
314,2021-07-08,2,interestingengineering.com
1804,2021-08-02,4,people.com
596,2021-09-16,1,instagram.com
439,2021-08-24,1,deadline.com
450,2021-07-30,2,youtube.com
882,2021-08-11,1,wgntv.com
1891,2021-08-14,1,ranker.com
484,2021-07-06,1,npr.org
1375,2021-09-05,1,amazon.com
1243,2021-07-03,1,ksdk.com
185,2021-08-20,1,youtube.com
8,2021-09-18,2,npr.org
1207,2021-09-15,1,hbr.org
607,2021-08-30,1,dailywire.com
851,2021-09-28,1,huffpost.com
1004,2021-08-27,2,buzzfeed.com
1568,2021-07-29,2,westernjournal.com
1212,2021-07-06,1,pbs.org
1589,2021-07-08,2,abcnews.go.com
1443,2021-09-26,2,instagram.com
572,2021-07-01,2,cnet.com
582,2021-07-14,1,news.yahoo.com
743,2021-07-03,2,mirror.co.uk
86,2021-09-18,2,youtube.com
299,2021-07-10,1,fox5atlanta.com
1047,2021-09-03,1,nytimes.com
1350,2021-07-13,1,thehill.com
440,2021-07-06,1,nytimes.com
1738,2021-07-01,1,babylonbee.com
586,2021-08-12,1,youtube.com
318,2021-09-12,2,nbcnews.com
808,2021-08-13,1,msnbc.com
1197,2021-08-26,1,youtube.com
616,2021-07-27,1,pinknews.co.uk
419,2021-09-14,4,youtube.com
1820,2021-08-24,2,stevefmvirginia.iheart.com
200,2021-07-31,2,washingtonpost.com
1525,2021-07-11,1,variety.com
386,2021-07-12,1,instagram.com
1354,2021-09-26,1,nytimes.com
145,2021-07-24,4,dallasnews.com
356,2021-08-29,1,newyorker.com
918,2021-07-07,4,youtube.com
592,2021-09-17,1,nbcnews.com
953,2021-07-23,4,linktr.ee
1273,2021-07-21,4,youtube.com
324,2021-08-10,2,polygon.com
1909,2021-08-17,1,nytimes.com
1009,2021-09-15,1,youtube.com
915,2021-08-02,4,theintercept.com
1800,2021-07-04,2,apnews.com
310,2021-08-10,1,vox.com
1688,2021-08-04,1,cnet.com
1857,2021-08-21,4,npr.org
1904,2021-09-29,1,youtube.com
522,2021-07-11,1,fox17.com
1728,2021-07-31,1,apple.news
397,2021-08-24,1,theatlantic.com
1019,2021-07-18,4,pbs.org
1255,2021-07-19,1,creativehealthyfamily.com
1256,2021-07-15,4,khou.com
77,2021-08-21,1,huffpost.com
117,2021-08-21,4,get.discoveryplus.com
869,2021-07-04,1,westernjournal.com
1573,2021-09-13,1,instagram.com
529,2021-07-23,2,lemontreedwelling.com
124,2021-09-13,1,si.com
231,2021-08-17,4,nytimes.com
838,2021-08-18,1,youtube.com
1074,2021-09-07,2,cdc.gov
140,2021-08-31,1,youtube.com
919,2021-07-04,1,buzzfeed.com
1089,2021-08-29,2,media1.giphy.com
62,2021-09-18,2,nypost.com
699,2021-09-12,1,247sports.com
726,2021-09-15,1,youtube.com
334,2021-09-01,4,usatoday.com
1639,2021-08-28,1,startribune.com
1389,2021-09-09,1,screenrant.com
814,2021-07-13,1,blog.theanimalrescuesite.greatergood.com
1213,2021-07-30,1,theonion.com
1098,2021-09-30,4,theguardian.com
1366,2021-09-23,2,crafty.diply.com
1262,2021-07-14,1,npr.org
1062,2021-09-23,1,discord.com
342,2021-08-11,1,audible.com
879,2021-07-31,4,fox5atlanta.com
62,2021-08-05,4,brightside.me
1408,2021-09-13,2,townhall.com
8,2021-08-15,1,nbcnews.com
538,2021-08-12,4,abc7news.com
825,2021-09-26,4,twitter.com
770,2021-09-16,1,indiewire.com
181,2021-09-01,2,realtor.com
1489,2021-07-28,2,wthr.com
1341,2021-09-03,4,westernjournal.com
1196,2021-09-26,1,amazon.com
874,2021-07-26,2,blog.theanimalrescuesite.greatergood.com
565,2021-09-07,1,cracked.com
944,2021-07-22,1,sfgate.com
444,2021-09-24,2,cnn.com
1616,2021-07-01,1,nbcnews.com
1824,2021-08-20,1,marijuanamoment.net
900,2021-07-28,1,detroitnews.com
945,2021-08-12,1,nypost.com
700,2021-07-25,1,politico.com
958,2021-09-24,1,youtube.com
157,2021-09-21,4,instagram.com
1214,2021-08-14,2,newsweek.com
1240,2021-09-29,1,thedailybeast.com
1454,2021-08-13,1,people.com
1602,2021-08-25,1,kutv.com
288,2021-09-30,1,crafty.diply.com
415,2021-07-30,1,msn.com
724,2021-08-02,2,unicef.org
172,2021-09-24,2,clutchpoints.com
810,2021-08-19,4,mymodernmet.com
1519,2021-08-13,4,yahoo.com
894,2021-07-07,1,thehill.com
765,2021-08-21,1,npr.org
